match_id,team_id,team_name,player_id,player_name,player_nickname,jersey_number
7549,793,Iceland,3944,Gylfi Þór Sigurðsson,Gylfi Sigurðsson,10
7549,793,Iceland,5495,Rúrik Gíslason,,19
7549,793,Iceland,5498,Hannes Þór Halldórsson,,1
7549,793,Iceland,5500,Björn Bergmann Sigurðarson,,9
7549,793,Iceland,5501,Hörður Björgvin Magnússon,,18
7549,793,Iceland,5502,Ari Freyr Skúlason,,23
7549,793,Iceland,5505,Kári Árnason,,14
7549,793,Iceland,5508,Birkir Már Sævarsson,,2
7549,793,Iceland,5509,Birkir Bjarnason,,8
7549,793,Iceland,5511,Ragnar Sigurðsson,,6
7549,793,Iceland,5514,Alfreð Finnbogason,,11
7549,793,Iceland,5515,Aron Einar Gunnarsson,,17
7549,793,Iceland,5829,Jón Daði Böðvarsson,,22
7549,793,Iceland,5831,Sverrir Ingi Ingason,,5
7565,781,Brazil,3054,Fernando Luiz Rosa,Fernandinho,17
7565,781,Brazil,3202,Gabriel Fernando de Jesus,Gabriel Jesus,9
7565,781,Brazil,3295,Thiago Emiliano da Silva,Thiago Silva,2
7565,781,Brazil,3472,Willian Borges da Silva,Willian,19
7565,781,Brazil,3501,Philippe Coutinho Correia,Philippe Coutinho,11
7565,781,Brazil,4320,Neymar da Silva Santos Junior,Neymar,10
7565,781,Brazil,5539,Carlos Henrique Casimiro,Casemiro,5
7565,781,Brazil,5542,José Paulo Bezzera Maciel Júnior,Paulinho,15
7565,781,Brazil,5547,Alisson Ramsés Becker,Alisson,1
7565,781,Brazil,5551,João Miranda de Souza Filho,João Miranda,3
7565,781,Brazil,5552,Marcelo Vieira da Silva Júnior,Marcelo,12
7565,781,Brazil,5553,Renato Soares de Oliveira Augusto,Renato Augusto,8
7565,781,Brazil,5838,Fágner Conserva Lemos,Fágner,22
7565,781,Brazil,6320,Filipe Luis Kasmirski,Filipe Luis,6
7565,786,Serbia,3381,Nemanja Matić,,21
7565,786,Serbia,3831,Dušan Tadić,,10
7565,786,Serbia,4269,Aleksandar Mitrović,,9
7565,786,Serbia,5587,Adem Ljajić,,22
7565,786,Serbia,5588,Antonio Rukavina,,2
7565,786,Serbia,5589,Sergej Milinković-Savić,,20
7565,786,Serbia,5591,Filip Kostić,,17
7565,786,Serbia,5596,Aleksandar Kolarov,,11
7565,786,Serbia,5601,Vladimir Stojković,,1
7565,786,Serbia,5603,Nikola Milenković,,15
7565,786,Serbia,5833,Nemanja Radonjić,,18
7565,786,Serbia,6318,Andrija Živković,,7
7565,786,Serbia,6319,Luka Jović,,19
7565,786,Serbia,6321,Milos Veljkovic,,13
7581,776,Denmark,3027,Mathias Jattah-Njie Jørgensen,Zanka,13
7581,776,Denmark,3043,Christian Dannemann Eriksen,Christian Eriksen,10
7581,776,Denmark,3815,Kasper Schmeichel,,1
7581,776,Denmark,3959,Andreas Christensen,,6
7581,776,Denmark,4447,Martin Braithwaite Christensen,Martin Braithwaite,11
7581,776,Denmark,4763,Henrik Dalsgaard,,14
7581,776,Denmark,5516,Pione Sisto Ifolo Emirmija,Pione Sisto,23
7581,776,Denmark,5520,Lasse Schöne,,19
7581,776,Denmark,5522,Nicolai Jørgensen,,9
7581,776,Denmark,5527,Thomas Delaney,,8
7581,776,Denmark,5534,Simon Thorup Kjær,Simon Kjær,4
7581,776,Denmark,5536,Yussuf Yurary Poulsen,Yussuf Poulsen,20
7581,776,Denmark,5732,Andreas Evald Cornelius,Andreas Cornelius,21
7581,776,Denmark,6355,Jonas Knudsen,,5
7581,776,Denmark,6356,Michael Krohn-Dehli,,2
7581,785,Croatia,3444,Danijel Subašić,,23
7581,785,Croatia,3471,Dejan Lovren,,6
7581,785,Croatia,5456,Mateo Kovačić,,8
7581,785,Croatia,5457,Ivan Strinić,,3
7581,785,Croatia,5460,Andrej Kramarić,,9
7581,785,Croatia,5461,Šime Vrsaljko,,2
7581,785,Croatia,5463,Luka Modrić,,10
7581,785,Croatia,5465,Ante Rebić,,18
7581,785,Croatia,5468,Domagoj Vida,,21
7581,785,Croatia,5469,Marcelo Brozović,,11
7581,785,Croatia,5470,Ivan Rakitić,,7
7581,785,Croatia,5472,Mario Mandžukić,,17
7581,785,Croatia,5474,Ivan Perišić,,4
7581,785,Croatia,6305,Milan Badelj,,19
7581,785,Croatia,6308,Josip Pivarić,,22
7557,780,Portugal,3168,João Filipe Iria Santos Moutinho,João Moutinho,8
7557,780,Portugal,3193,Bernardo Mota Veiga de Carvalho e Silva,Bernardo Silva,11
7557,780,Portugal,3329,Cédric Ricardo Alves Soares,Cédric Soares,21
7557,780,Portugal,3707,Adrien Sebastian Perruchet Silva,Adrien Silva,23
7557,780,Portugal,3960,José Miguel da Rocha Fonte,José Fonte,6
7557,780,Portugal,4272,João Mário Naval da Costa Eduardo,João Mário,10
7557,780,Portugal,4367,Gonçalo Manuel Ganchinho Guedes,Gonçalo Guedes,17
7557,780,Portugal,5205,Rui Pedro dos Santos Patrício,Rui Patrício,1
7557,780,Portugal,5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7
7557,780,Portugal,5209,Raphaël Adelino José Guerreiro,Raphaël Guerreiro,5
7557,780,Portugal,5214,William Silva de Carvalho,William Carvalho,14
7557,780,Portugal,5215,Ricardo Andrade Quaresma Bernardo,Ricardo Quaresma,20
